sampleID,sex,sample_type,weight,optic_disk_morphology,time_dark_side,cataract
J43548,female,control,22.63,normal,180.6,absent
R18820,female,control,22.63,normal,214.2,absent
C10831,female,control,22.63,normal,252.2,absent
C10434,female,control,22.63,normal,260.5,absent
C5049,female,control,22.63,normal,315.6,absent
J71675,female,control,22.63,normal,205.6,present
J10328,female,control,22.64,normal,134.5,absent
K22137,female,control,22.64,normal,182.3,absent
X41903,female,control,22.64,normal,183.0,absent
K17451,female,control,22.64,normal,208.4,absent
R14378,female,control,22.64,normal,263.0,absent
R29819,female,control,22.64,normal,273.8,absent
R59072,female,control,22.66,normal,151.7,absent
K7798,female,control,22.66,normal,203.7,absent
R52212,female,control,22.66,normal,205.7,absent
X23403,female,control,22.66,normal,232.9,absent
R21020,female,control,22.66,normal,294.0,absent
J93797,female,control,22.67,normal,202.2,absent
J28173,female,control,22.67,normal,215.4,absent
X64730,female,control,22.67,normal,226.8,absent
X34252,female,control,22.67,normal,253.8,absent
J79617,female,control,22.68,normal,163.9,absent
R59075,female,control,22.68,normal,191.3,absent
X50985,female,control,22.68,normal,194.8,absent
J97986,female,control,22.69,normal,140.1,absent
X79311,female,control,22.69,normal,197.2,absent
R26600,female,control,22.69,normal,213.4,absent
XL0003,female,control,22.69,normal,250.3,absent
J696,female,control,22.69,normal,309.5,absent
R23748,female,control,22.7,normal,155.6,absent
X15899,female,control,22.7,normal,169.1,absent
R14374,female,control,22.7,normal,186.9,absent
X80242,female,control,22.71,normal,183.9,present
J31969,female,control,22.72,normal,154.0,absent
J24124,female,control,22.72,normal,202.4,absent
K3111,female,control,22.72,normal,228.5,absent
X36637,female,control,22.72,normal,278.4,absent
X2378,female,control,22.72,normal,155.3,present
J96039,female,control,22.73,normal,201.8,absent
X55990,female,control,22.73,normal,204.3,present
X15897,female,control,22.73,normal,213.2,present
R81340,female,control,22.74,normal,174.1,absent
C4831,female,control,22.74,normal,243.0,absent
K66472,female,control,22.75,normal,142.5,absent
20120619-4,female,control,22.76,normal,204.1,absent
J89909,female,control,22.76,normal,204.7,absent
J24153,female,control,22.77,normal,176.0,absent
A10543,female,control,22.77,normal,212.6,absent
C5816,female,control,22.77,normal,226.5,absent
J4595,female,control,22.77,normal,278.4,absent
R12072,female,control,22.78,normal,256.6,absent
J84971,female,control,22.79,normal,210.3,absent
K11409,female,control,22.79,normal,247.6,absent
J45300,female,control,22.8,normal,157.1,absent
X70125,female,control,22.81,normal,234.4,absent
J22918,female,control,22.81,normal,280.6,absent
X54084,female,control,22.82,normal,162.8,absent
J68760,female,control,22.82,normal,212.4,absent
20120515F-13,female,control,22.82,normal,236.6,absent
R20065,female,control,22.82,normal,276.5,absent
X48624,female,control,22.83,normal,162.4,absent
C3284,female,control,22.83,normal,247.8,absent
20120515F-12,female,control,22.84,normal,178.1,absent
R91666,female,control,22.84,normal,206.5,absent
20120628F-5,female,control,22.84,normal,238.8,absent
X49739,female,control,22.84,normal,152.8,present
A10848,female,control,22.85,normal,180.4,absent
X34250,female,control,22.85,normal,213.7,absent
C4325,female,control,22.85,normal,288.3,absent
R59074,female,control,22.86,normal,135.6,absent
J31967,female,control,22.86,normal,195.3,absent
X78568,female,control,22.86,normal,241.9,absent
R56532,female,control,22.86,normal,266.3,absent
X15898,female,control,22.86,normal,197.1,present
20120809F-4,female,control,22.87,normal,172.1,absent
J59187,female,control,22.88,normal,159.9,absent
J92302,female,control,22.89,normal,185.2,absent
20120726F-3,female,control,22.9,normal,42.8,absent
R25863,female,control,22.9,normal,184.0,absent
R33338,female,control,22.9,normal,220.9,absent
J69863,female,control,22.9,normal,315.4,present
R63031,female,control,22.91,normal,173.5,absent
X64729,female,control,22.91,normal,235.3,absent
X30662,female,control,22.91,normal,249.1,absent
R10458,female,control,22.92,normal,224.3,absent
J36552,female,control,22.93,normal,159.3,absent
R46714,female,control,22.93,normal,203.6,absent
C9069,female,control,22.93,normal,232.5,absent
J23175,female,control,22.94,normal,127.7,absent
J33487,female,control,22.94,normal,163.4,absent
J38008,female,control,22.94,normal,246.9,absent
J24127,female,control,22.94,normal,247.9,absent
R59073,female,control,22.95,normal,188.4,absent
K22136,female,control,22.96,normal,64.0,absent
J40212,female,control,22.96,normal,249.9,absent
C8327,female,control,22.97,normal,166.1,absent
J11635,female,control,22.97,normal,176.3,absent
X39805,female,control,22.97,normal,178.9,absent
X55049,female,control,22.97,normal,193.7,absent
K5387,female,control,22.97,normal,244.2,absent
R29822,female,control,22.97,normal,257.9,absent
J97983,female,control,22.97,normal,287.8,absent
J31005,female,control,22.98,normal,178.9,absent
C2145,female,control,22.99,normal,189.3,absent
A12134,female,control,23.0,normal,177.4,absent
A14388,female,control,23.0,normal,221.4,absent
R1221,female,control,23.0,normal,223.0,absent
K6944,female,control,23.0,normal,233.6,absent
J86998,female,control,23.0,normal,245.9,absent
X46192,female,control,23.0,normal,248.9,absent
X21173,female,control,23.0,normal,168.5,present
J31003,female,control,23.01,normal,173.7,absent
J57542,female,control,23.01,normal,214.3,absent
C4830,female,control,23.01,normal,267.6,absent
K3120,female,control,23.02,normal,177.7,absent
C7564,female,control,23.03,normal,128.9,absent
X97926,female,control,23.03,normal,233.4,absent
R83979,female,control,23.04,normal,267.5,absent
R23744,female,control,23.05,normal,159.8,absent
R10434,female,control,23.05,normal,181.9,absent
X46190,female,control,23.05,normal,197.7,absent
J16418,female,control,23.05,normal,205.5,absent
A12135,female,control,23.05,normal,267.1,absent
J29527,female,control,23.06,normal,84.1,absent
J21178,female,control,23.06,normal,149.8,absent
C4829,female,control,23.06,abnormal,235.0,absent
X11456,female,control,23.07,normal,179.3,absent
J55689,female,control,23.07,normal,193.8,absent
J33488,female,control,23.07,normal,218.6,absent
A14389,female,control,23.07,normal,262.6,absent
X66853,female,control,23.07,normal,192.0,present
J45299,female,control,23.08,normal,176.6,absent
X5,female,control,23.08,normal,186.9,absent
A10851,female,control,23.08,normal,210.0,absent
C6360,female,control,23.08,normal,215.0,absent
R492,female,control,23.08,normal,219.4,absent
K6942,female,control,23.08,normal,246.6,absent
X35245,female,control,23.08,normal,201.2,present
C8063,female,control,23.09,normal,161.3,absent
J21175,female,control,23.1,normal,120.7,absent
R68200,female,control,23.1,normal,170.2,absent
C9707,female,control,23.1,normal,202.2,absent
X73991,female,control,23.1,normal,223.6,absent
C8325,female,control,23.11,normal,191.8,absent
J26950,female,control,23.12,normal,159.8,absent
J26948,female,control,23.12,normal,229.2,absent
R20068,female,control,23.12,normal,243.9,absent
X2377,female,control,23.12,normal,256.3,absent
X39803,female,control,23.14,normal,191.9,absent
X76415,female,control,23.15,normal,236.5,absent
J90833,female,control,23.15,normal,232.2,present
K8053,female,control,23.17,normal,238.8,absent
R45045,female,control,23.17,normal,281.0,absent
J16421,female,control,23.18,normal,163.4,absent
X80241,female,control,23.18,normal,185.8,absent
J22917,female,control,23.19,normal,163.8,absent
J31979,female,control,23.19,normal,178.9,absent
X73990,female,control,23.19,normal,199.4,absent
J43545,female,control,23.19,normal,205.2,absent
C11162,female,control,23.19,normal,249.0,absent
J43590,female,control,23.2,normal,144.9,absent
R22113,female,control,23.21,normal,209.7,absent
K13806,female,control,23.21,normal,251.1,absent
X97925,female,control,23.21,normal,253.8,absent
R16035,female,control,23.21,normal,257.0,absent
R68198,female,control,23.22,normal,93.4,absent
X80239,female,control,23.22,normal,241.1,absent
J28361,female,control,23.23,normal,139.7,absent
J31981,female,control,23.23,normal,179.8,absent
X17176,female,control,23.23,normal,246.6,absent
K7799,female,control,23.23,normal,269.7,absent
X21174,female,control,23.24,normal,175.5,absent
R22116,female,control,23.24,normal,181.8,absent
X23402,female,control,23.24,normal,195.0,absent
J13696,female,control,23.24,normal,336.5,absent
J93552,female,control,23.25,normal,159.7,absent
J42476,female,control,23.25,normal,220.0,absent
R60516,female,control,23.25,normal,331.9,absent
J24154,female,control,23.26,normal,156.0,absent
J33501,female,control,23.26,normal,177.8,absent
J33486,female,control,23.26,normal,179.0,absent
J42435,female,control,23.27,normal,218.4,absent
X84956,female,control,23.28,normal,238.5,absent
X71606,female,control,23.28,normal,282.5,absent
J62804,female,control,23.29,normal,202.8,absent
X61556,female,control,23.29,normal,221.7,absent
C5814,female,control,23.3,normal,159.3,absent
C10994,female,control,23.3,normal,207.1,absent
X84953,female,control,23.3,normal,161.1,present
J48816,female,control,23.31,normal,232.7,absent
20120809F-3,female,control,23.32,normal,151.7,absent
J93551,female,control,23.32,normal,168.5,absent
J79615,female,control,23.32,normal,249.8,present
A15491,female,control,23.33,normal,162.0,absent
J13710,female,control,23.33,normal,230.7,absent
X66854,female,control,23.33,normal,267.1,absent
R17014,female,control,23.34,normal,259.2,absent
J62805,female,control,23.35,normal,177.4,absent
R22114,female,control,23.35,normal,185.8,absent
X41364,female,control,23.37,normal,223.7,present
J11636,female,control,23.38,normal,141.5,absent
J34548,female,control,23.38,normal,164.0,absent
J27014,female,control,23.38,normal,203.2,absent
K3121,female,control,23.39,normal,220.5,absent
A12866,female,control,23.39,normal,229.6,absent
K3122,female,control,23.39,normal,231.9,absent
20120816F-1,female,control,23.4,normal,172.3,absent
K10403,female,control,23.4,normal,208.1,absent
X30663,female,control,23.4,normal,259.1,absent
R36756,female,control,23.41,normal,230.0,absent
A12137,female,control,23.41,normal,274.9,absent
X89198,female,control,23.42,normal,179.4,absent
J46598,female,control,23.42,normal,214.2,absent
X72609,female,control,23.42,normal,242.8,absent
C6356,female,control,23.43,normal,125.5,absent
C9703,female,control,23.43,normal,193.9,absent
R45049,female,control,23.43,normal,233.5,absent
C4216,female,control,23.44,normal,177.1,absent
X40913,female,control,23.44,normal,184.9,absent
X73988,female,control,23.44,normal,223.8,present
J49899,female,control,23.45,normal,196.1,absent
J61641,female,control,23.46,normal,128.5,absent
R39260,female,control,23.46,normal,184.9,absent
R10435,female,control,23.47,normal,180.2,absent
J65514,female,control,23.47,normal,237.5,absent
C2948,female,control,23.48,normal,193.8,absent
C3272,female,control,23.48,normal,213.7,absent
R7812,female,control,23.48,normal,252.8,absent
J65510,female,control,23.49,normal,292.1,absent
J25405,female,control,23.5,normal,188.4,absent
C5229,female,control,23.5,normal,211.1,absent
J43588,female,control,23.51,normal,148.2,absent
X65627,female,control,23.51,normal,182.9,present
K10400,female,control,23.52,normal,153.0,absent
J11638,female,control,23.52,normal,216.5,absent
X84471,female,control,23.53,normal,165.9,absent
J28171,female,control,23.53,normal,203.1,absent
J90834,female,control,23.53,normal,239.2,absent
X47615,female,control,23.53,normal,183.2,present
X78567,female,control,23.53,normal,250.7,present
R92960,female,control,23.54,normal,113.6,absent
R63029,female,control,23.54,normal,229.9,absent
K12331,female,control,23.54,normal,241.3,absent
C5163,female,control,23.54,normal,245.7,absent
R2975,female,control,23.54,normal,277.1,absent
J11637,female,control,23.55,normal,182.6,absent
C6359,female,control,23.55,normal,236.9,absent
X55989,female,control,23.56,normal,128.6,absent
X81884,female,control,23.56,normal,213.0,absent
J4599,female,control,23.57,normal,240.5,absent
R495,female,control,23.58,normal,166.8,absent
R25861,female,control,23.58,normal,169.1,absent
C5812,female,control,23.58,normal,264.4,absent
X61125,female,control,23.58,normal,230.8,present
J23173,female,control,23.59,normal,158.4,absent
R33337,female,control,23.59,normal,181.8,absent
X59031,female,control,23.61,normal,178.0,absent
A15493,female,control,23.62,normal,259.3,absent
X71607,female,control,23.62,normal,180.2,present
K70485,female,control,23.64,normal,162.5,absent
J36549,female,control,23.64,normal,174.0,absent
K21277,female,control,23.64,normal,181.0,absent
J12296,female,control,23.65,normal,197.0,absent
X32887,female,control,23.65,normal,199.3,absent
R90278,female,control,23.66,normal,174.9,absent
R24398,female,control,23.66,normal,194.3,absent
C8326,female,control,23.66,normal,221.8,absent
J24155,female,control,23.67,normal,166.3,absent
R5525,female,control,23.67,normal,220.9,absent
K13720,female,control,23.67,normal,225.4,absent
R34544,female,control,23.67,normal,241.9,absent
J25402,female,control,23.68,normal,216.5,absent
K5245,female,control,23.68,normal,233.1,absent
X95123,female,control,23.69,normal,246.5,absent
X36634,female,control,23.71,normal,271.1,present
X81881,female,control,23.73,normal,236.2,absent
J95019,female,control,23.74,normal,180.8,absent
X59909,female,control,23.74,normal,200.4,present
X52434,female,control,23.74,normal,212.9,present
R65188,female,control,23.75,normal,174.0,absent
A10850,female,control,23.75,normal,234.5,absent
J65511,female,control,23.75,normal,143.3,present
K6945,female,control,23.76,normal,212.2,absent
K6943,female,control,23.76,normal,243.7,absent
X5240,female,control,23.76,normal,137.6,present
X81885,female,control,23.77,normal,230.2,absent
K13810,female,control,23.79,normal,194.8,absent
R12074,female,control,23.8,normal,207.0,absent
R13169,female,control,23.8,normal,220.4,absent
R31240,female,control,23.8,normal,234.4,absent
X38064,female,control,23.8,normal,206.3,present
J23174,female,control,23.81,normal,137.4,absent
R65191,female,control,23.81,normal,191.8,absent
R57106,female,control,23.81,normal,222.8,absent
J46597,female,control,23.81,normal,245.5,absent
C10829,female,control,23.82,normal,230.9,absent
R29821,female,control,23.82,normal,337.8,absent
X70124,female,control,23.82,normal,177.7,present
X39806,female,control,23.83,normal,162.5,absent
R26601,female,control,23.83,normal,209.7,absent
J19809,female,control,23.83,normal,272.9,absent
X84472,female,control,23.84,normal,160.9,absent
J69865,female,control,23.84,normal,161.8,absent
R39259,female,control,23.84,normal,209.1,present
X66857,female,control,23.85,normal,158.7,absent
J59186,female,control,23.85,normal,190.1,absent
X76413,female,control,23.87,normal,174.3,absent
XL0001,female,control,23.87,normal,246.2,absent
X10270,female,control,23.88,normal,252.0,absent
X70122,female,control,23.89,normal,202.1,absent
X65630,female,control,23.89,normal,187.8,present
J59188,female,control,23.9,normal,209.1,absent
X61553,female,control,23.9,normal,280.5,present
C11397,female,control,23.92,normal,98.9,absent
X83479,female,control,23.92,normal,209.3,absent
C10435,female,control,23.92,normal,265.7,absent
R24400,female,control,23.93,normal,283.1,present
J69864,female,control,23.95,normal,271.5,absent
X102373,female,control,23.95,normal,280.2,absent
X89201,female,control,23.96,normal,144.0,absent
J43589,female,control,23.96,normal,166.7,absent
X50987,female,control,23.96,normal,202.9,absent
R63027,female,control,23.96,normal,215.3,absent
R10433,female,control,23.98,normal,202.0,absent
X55987,female,control,23.99,normal,143.9,absent
X22250,female,control,23.99,normal,164.2,present
R46715,female,control,24.0,normal,145.4,absent
J62806,female,control,24.0,normal,169.4,absent
J39517,female,control,24.01,normal,167.4,absent
R46716,female,control,24.02,normal,205.5,absent
R28237,female,control,24.03,abnormal,239.6,absent
X38067,female,control,24.03,normal,277.3,present
J48817,female,control,24.04,normal,216.3,absent
X97923,female,control,24.04,normal,323.6,absent
X83476,female,control,24.05,normal,196.8,absent
X5241,female,control,24.05,normal,213.5,absent
J10331,female,control,24.06,normal,201.2,absent
J52138,female,control,24.06,normal,209.0,absent
K5386,female,control,24.07,normal,129.7,absent
X5239,female,control,24.07,normal,195.7,absent
X100970,female,control,24.07,normal,231.4,absent
R494,female,control,24.08,normal,194.7,absent
R91668,female,control,24.1,normal,199.3,absent
R57103,female,control,24.1,normal,232.3,absent
X52432,female,control,24.11,normal,156.1,absent
R90281,female,control,24.11,normal,238.5,absent
C11464,female,control,24.13,normal,255.2,absent
X87988,female,control,24.13,normal,170.6,present
J31968,female,control,24.16,normal,174.1,absent
J96040,female,control,24.17,normal,242.4,absent
X87990,female,control,24.17,normal,243.0,absent
X102375,female,control,24.17,normal,278.7,absent
J36551,female,control,24.18,normal,176.0,absent
J19680,female,control,24.19,normal,201.2,absent
X76414,female,control,24.19,normal,238.8,absent
R34545,female,control,24.2,normal,199.0,absent
R23746,female,control,24.2,normal,216.3,absent
X96188,female,control,24.2,normal,229.9,absent
X83477,female,control,24.2,normal,273.5,absent
R41006,female,control,24.22,normal,236.7,absent
20120628F-2,female,control,24.23,normal,204.6,absent
C4828,female,control,24.24,normal,231.1,absent
J40214,female,control,24.24,normal,232.6,absent
A12865,female,control,24.25,normal,219.4,absent
R5527,female,control,24.26,normal,133.5,absent
R72430,female,control,24.27,normal,288.7,absent
X49740,female,control,24.32,normal,171.5,absent
J18297,female,control,24.32,normal,196.3,absent
R85725,female,control,24.34,normal,234.1,absent
J698,female,control,24.34,normal,265.8,absent
X102372,female,control,24.36,normal,255.0,absent
X4,female,control,24.37,normal,194.4,present
A12863,female,control,24.38,normal,236.3,absent
R90280,female,control,24.39,normal,189.5,absent
X30664,female,control,24.39,normal,298.3,absent
R34542,female,control,24.4,normal,225.9,absent
K7800,female,control,24.4,normal,240.3,absent
X32890,female,control,24.41,normal,242.2,present
J28362,female,control,24.43,normal,212.2,absent
X43359,female,control,24.43,abnormal,230.6,present
X2,female,control,24.45,normal,229.1,absent
R10436,female,control,24.48,normal,215.1,absent
X41907,female,control,24.48,normal,321.4,present
J59185,female,control,24.49,normal,149.8,absent
X69042,female,control,24.49,normal,164.7,present
J93548,female,control,24.51,normal,235.9,absent
X95124,female,control,24.51,normal,249.1,absent
X59911,female,control,24.54,normal,225.0,absent
X96185,female,control,24.54,normal,239.7,absent
X55988,female,control,24.55,normal,136.5,absent
X47616,female,control,24.55,normal,167.6,absent
X46189,female,control,24.55,normal,242.6,absent
X17175,female,control,24.56,normal,146.1,absent
R15186,female,control,24.57,normal,178.0,absent
J13712,female,control,24.59,normal,163.7,absent
C11470,female,control,24.59,normal,197.0,absent
X61552,female,control,24.6,normal,169.0,absent
R2978,female,control,24.62,normal,195.2,absent
R36753,female,control,24.62,normal,266.4,absent
J69866,female,control,24.62,normal,208.4,present
X87989,female,control,24.63,normal,140.3,present
J25406,female,control,24.64,normal,192.8,absent
X84955,female,control,24.64,normal,243.6,absent
X81666,female,control,24.67,normal,241.7,absent
X96189,female,control,24.68,normal,164.6,absent
J6976,female,control,24.68,normal,190.0,absent
J4598,female,control,24.68,normal,252.8,absent
X72611,female,control,24.68,normal,260.2,absent
J19805,female,control,24.69,normal,155.0,absent
J71672,female,control,24.7,normal,173.2,absent
A14387,female,control,24.7,normal,250.4,absent
X79309,female,control,24.71,normal,157.8,absent
X50983,female,control,24.71,normal,192.1,absent
X81663,female,control,24.71,normal,201.6,absent
J25404,female,control,24.71,normal,220.7,absent
20120802F-5,female,control,24.73,normal,235.4,absent
J31980,female,control,24.75,normal,207.9,absent
R41005,female,control,24.77,normal,200.0,absent
X17174,female,control,24.77,normal,205.3,absent
R1220,female,control,24.77,normal,218.0,absent
X2380,female,control,24.77,normal,296.9,absent
R66591,female,control,24.78,normal,184.2,absent
X79310,female,control,24.78,normal,192.4,absent
20120628F-4,female,control,24.81,normal,163.3,absent
R28235,female,control,24.81,normal,191.6,absent
X100968,female,control,24.82,normal,227.7,absent
X57574,female,control,24.83,normal,207.9,absent
X59028,female,control,24.83,normal,233.6,absent
J40215,female,control,24.83,normal,257.4,absent
J64022,female,control,24.84,normal,245.9,absent
J49900,female,control,24.86,normal,175.9,absent
R26598,female,control,24.87,normal,177.3,absent
X81882,female,control,24.9,normal,240.2,absent
X89197,female,control,24.91,normal,219.0,absent
R65189,female,control,24.95,normal,137.2,absent
R34543,female,control,24.96,normal,129.3,absent
J62802,female,control,24.96,normal,196.9,present
J40213,female,control,24.97,normal,255.1,absent
J18299,female,control,24.98,normal,274.8,absent
X70123,female,control,24.98,normal,191.6,present
X99125,female,control,24.99,normal,198.9,present
X23405,female,control,24.99,normal,193.5,present
R72429,female,control,25.01,normal,233.0,absent
R26602,female,control,25.03,normal,218.8,absent
R23747,female,control,25.04,normal,159.9,absent
X87991,female,control,25.04,normal,254.4,absent
X72613,female,control,25.05,normal,174.5,absent
X69039,female,control,25.06,normal,184.0,absent
R20066,female,control,25.06,normal,225.6,absent
X31630,female,control,25.07,normal,158.1,absent
X55051,female,control,25.09,normal,218.0,absent
C11474,female,control,25.12,normal,204.2,absent
R83978,female,control,25.13,normal,164.9,absent
J52139,female,control,25.13,normal,216.6,absent
X80238,female,control,25.14,normal,221.6,absent
X99124,female,control,25.15,normal,209.3,absent
J49902,female,control,25.16,normal,186.2,absent
X41904,female,control,25.17,normal,182.0,absent
J62803,female,control,25.18,normal,180.2,present
A12136,female,control,25.19,normal,240.4,absent
C8503,female,control,25.24,normal,268.4,absent
X97927,female,control,25.24,normal,328.9,absent
X76412,female,control,25.26,normal,307.0,absent
X72612,female,control,25.27,normal,244.2,absent
R90277,female,control,25.29,normal,177.0,absent
R85724,female,control,25.31,normal,231.7,absent
X92800,female,control,25.32,normal,267.2,present
R5528,female,control,25.34,normal,178.8,absent
X36636,female,control,25.35,normal,174.8,absent
J694,female,control,25.36,normal,172.7,absent
X61123,female,control,25.41,normal,210.1,absent
C5948,female,control,25.42,normal,134.6,absent
X35246,female,control,25.47,normal,172.7,present
R42532,female,control,25.48,normal,224.5,absent
X43358,female,control,25.52,normal,162.0,present
X66856,female,control,25.54,normal,222.6,absent
20120628F-1,female,control,25.58,normal,203.0,absent
X10269,female,control,25.6,normal,177.7,absent
R18821,female,control,25.62,normal,196.8,absent
R2976,female,control,25.62,normal,201.5,absent
J49903,female,control,25.63,normal,276.3,absent
R12073,female,control,25.68,normal,215.4,absent
X19503,female,control,25.7,normal,164.5,absent
X77181,female,control,25.7,normal,174.1,absent
R24401,female,control,25.74,normal,87.5,absent
R52213,female,control,25.76,normal,197.9,absent
X77180,female,control,25.78,normal,162.9,absent
R60519,female,control,25.78,normal,238.6,absent
J61642,female,control,25.81,normal,171.3,absent
J55686,female,control,25.89,normal,176.1,absent
R2977,female,control,25.89,normal,286.5,absent
X21175,female,control,25.93,normal,232.7,absent
X71605,female,control,25.93,normal,273.6,present
J27017,female,control,25.94,normal,134.6,absent
J25403,female,control,25.96,normal,147.9,absent
R13170,female,control,26.03,normal,182.8,absent
X78569,female,control,26.03,normal,262.7,absent
X64731,female,control,26.03,normal,178.7,present
J67216,female,control,26.17,normal,222.4,absent
R81341,female,control,26.19,normal,115.8,absent
R10454,female,control,26.21,normal,160.6,absent
R18817,female,control,26.21,normal,203.2,absent
X80240,female,control,26.23,normal,192.1,absent
R91665,female,control,26.25,normal,107.7,absent
J697,female,control,26.25,normal,206.2,absent
J4597,female,control,26.29,normal,169.4,absent
J19806,female,control,26.31,normal,126.1,absent
J31001,female,control,26.33,normal,166.8,absent
X71609,female,control,26.36,normal,144.2,present
X69040,female,control,26.42,normal,92.9,absent
X69041,female,control,26.53,normal,149.2,absent
J12295,female,control,26.58,normal,210.9,absent
X67948,female,control,26.75,normal,237.2,absent
X92799,female,control,26.76,normal,337.6,absent
R39262,female,control,26.79,normal,246.2,absent
20120802M-4,female,control,26.81,normal,237.0,absent
X67949,female,control,26.82,normal,256.1,absent
X100971,female,control,26.88,normal,246.1,absent
X30660,female,control,26.99,normal,211.9,absent
X87992,female,control,27.03,normal,228.8,absent
X71608,female,control,27.1,normal,235.1,absent
X83475,female,control,27.13,normal,219.4,present
X99126,female,control,27.16,normal,245.0,absent
J29526,female,control,27.2,normal,216.0,absent
J55687,female,control,27.23,normal,141.6,absent
R7810,female,control,27.24,normal,248.3,absent
R85726,female,control,27.3,normal,225.1,absent
J29525,female,control,27.36,normal,170.0,absent
J76721,female,control,27.36,normal,326.1,absent
X10268,female,control,27.37,normal,172.9,absent
R41002,female,control,27.4,normal,114.5,absent
R96392,female,control,27.41,normal,196.9,absent
R52211,female,control,27.45,normal,210.7,absent
X81664,female,control,27.45,normal,246.1,absent
R28239,female,control,27.46,normal,264.2,absent
X30661,female,control,27.5,normal,255.2,absent
X49743,female,control,27.52,normal,221.1,absent
R87443,female,control,27.64,normal,219.0,absent
J97985,female,control,27.75,normal,182.8,absent
R90279,female,control,27.81,normal,234.3,absent
X70121,female,control,27.83,normal,131.5,absent
R12071,female,control,27.9,normal,219.7,absent
X79312,female,control,27.93,normal,190.3,absent
R31241,female,control,27.98,normal,225.7,absent
R33335,female,control,28.13,normal,289.5,absent
X83478,female,control,28.76,normal,226.5,present
R60518,female,control,28.78,normal,213.1,absent
X52430,female,control,28.78,normal,215.8,absent
X92797,female,control,28.88,normal,211.9,absent
R24397,female,control,28.95,normal,221.9,absent
R16033,female,control,29.0,normal,173.0,absent
X96187,female,control,29.08,normal,219.9,absent
X36635,female,control,29.1,normal,228.1,present
X76416,female,control,30.13,normal,171.9,absent
X64728,female,control,30.36,normal,239.0,absent
R2974,female,control,30.51,normal,215.5,absent
X43360,female,control,30.63,normal,184.9,absent
X99128,female,control,31.45,normal,197.8,absent
R57104,female,control,31.67,normal,205.6,absent
K81981,male,control,17.92,normal,116.1,absent
K28654,male,control,18.18,normal,247.6,absent
K57469,male,control,18.58,normal,214.8,absent
C1629,male,control,18.88,normal,121.2,absent
K81984,male,control,18.96,normal,135.7,absent
K34820,male,control,19.08,normal,143.6,absent
K65449,male,control,19.1,normal,187.2,absent
K83233,male,control,19.15,normal,156.2,absent
J36558,male,control,19.16,normal,148.1,absent
K85203,male,control,19.18,normal,162.4,absent
K99450,male,control,19.34,normal,199.9,absent
K99448,male,control,19.41,normal,64.0,absent
K36889,male,control,19.54,normal,147.9,absent
K81948,male,control,19.63,normal,140.4,absent
K57470,male,control,19.7,normal,209.9,absent
K88236,male,control,19.77,normal,181.5,absent
K88232,male,control,19.78,normal,157.8,absent
K99451,male,control,19.8,normal,130.7,absent
K85202,male,control,19.86,normal,148.2,absent
K11414,male,control,19.86,normal,166.0,absent
K81983,male,control,19.86,normal,190.8,absent
K93421,male,control,19.95,normal,142.9,absent
K36885,male,control,20.04,normal,216.6,absent
K86598,male,control,20.1,normal,137.8,absent
K81064,male,control,20.14,normal,163.8,absent
K83419,male,control,20.16,normal,174.7,absent
K91784,male,control,20.17,normal,111.1,absent
J44378,male,control,20.18,normal,0.3,absent
K2005,male,control,20.18,abnormal,171.4,absent
K71514,male,control,20.24,normal,156.7,absent
XL01755,male,control,20.24,normal,161.2,absent
K42415,male,control,20.3,normal,169.4,absent
K88234,male,control,20.38,normal,142.3,absent
K85201,male,control,20.48,normal,88.8,absent
K86596,male,control,20.54,normal,159.0,absent
K93422,male,control,20.57,normal,124.3,absent
K81985,male,control,20.65,normal,130.5,absent
K88235,male,control,20.67,normal,138.4,absent
K91782,male,control,20.72,normal,113.8,absent
J31983,male,control,20.77,normal,151.4,absent
K93423,male,control,20.8,normal,175.5,absent
K89484,male,control,20.93,normal,180.9,absent
K28653,male,control,21.02,normal,69.8,absent
K38260,male,control,21.02,normal,146.3,absent
K83416,male,control,21.07,normal,164.4,absent
K93420,male,control,21.12,normal,130.9,absent
K85205,male,control,21.17,normal,204.6,absent
XL01644,male,control,21.19,normal,187.8,absent
K28651,male,control,21.21,normal,187.3,absent
K13815,male,control,21.22,normal,66.7,absent
K34816,male,control,21.23,normal,165.8,absent
K57466,male,control,21.26,normal,153.2,absent
K65445,male,control,21.26,normal,191.3,absent
K91781,male,control,21.3,normal,120.2,absent
K66477,male,control,21.33,normal,186.3,absent
K38259,male,control,21.35,normal,93.6,absent
K83232,male,control,21.35,normal,108.9,absent
K87950,male,control,21.37,normal,205.1,absent
K61078,male,control,21.38,normal,108.9,absent
K80536,male,control,21.39,normal,127.2,absent
K97603,male,control,21.42,normal,153.9,absent
K86595,male,control,21.44,normal,138.3,absent
K81947,male,control,21.44,normal,170.0,absent
K83420,male,control,21.45,normal,153.0,absent
K86597,male,control,21.46,normal,148.0,absent
K81875,male,control,21.47,normal,123.9,absent
K63308,male,control,21.48,normal,170.9,absent
K25721,male,control,21.5,normal,200.9,absent
K99452,male,control,21.51,normal,146.0,absent
K65448,male,control,21.52,normal,183.7,absent
K51282,male,control,21.54,normal,108.0,absent
K87949,male,control,21.54,normal,132.3,absent
K45802,male,control,21.57,normal,199.2,absent
K71515,male,control,21.59,normal,146.7,absent
K85204,male,control,21.6,normal,147.6,absent
K34818,male,control,21.6,normal,184.4,absent
