sampleID,sex,sample_type,weight,optic_disk_morphology,time_dark_side,cataract
X57579,male,control,29.44,normal,152.9,absent
20120619-8,male,control,29.45,normal,154.4,absent
R16042,male,control,29.46,normal,138.1,absent
J22927,male,control,29.46,normal,165.6,absent
X81889,male,control,29.46,normal,185.1,absent
R10460,male,control,29.47,normal,134.8,absent
J52148,male,control,29.47,normal,138.7,absent
J5212,male,control,29.47,normal,195.5,absent
20120515M-17,male,control,29.48,normal,191.2,absent
X5247,male,control,29.49,normal,103.9,absent
R25866,male,control,29.5,normal,199.6,absent
J55690,male,control,29.52,normal,162.4,absent
X69045,male,control,29.52,normal,169.9,absent
R10459,male,control,29.53,normal,114.5,absent
R65194,male,control,29.55,normal,163.3,absent
J49907,male,control,29.58,normal,251.5,absent
R57112,male,control,29.58,normal,267.5,absent
X8,male,control,29.59,normal,138.5,absent
X73993,male,control,29.6,normal,189.6,absent
R31248,male,control,29.6,normal,201.8,absent
R56264,male,control,29.61,normal,127.2,absent
J93555,male,control,29.61,normal,195.6,absent
C10441,male,control,29.62,normal,188.1,absent
J62811,male,control,29.63,normal,147.8,absent
X80247,male,control,29.64,normal,153.3,absent
J16426,male,control,29.64,normal,198.7,absent
X78576,male,control,29.64,normal,220.3,present
J36554,male,control,29.65,normal,122.2,absent
X46197,male,control,29.65,normal,125.4,absent
R12078,male,control,29.65,normal,162.1,absent
R39266,male,control,29.66,normal,195.3,absent
J89914,male,control,29.66,normal,136.0,present
R92967,male,control,29.67,normal,164.8,absent
X49747,male,control,29.68,normal,166.4,absent
J97991,male,control,29.68,normal,177.9,absent
J49905,male,control,29.71,normal,160.3,absent
J25397,male,control,29.71,normal,166.4,absent
R21022,male,control,29.73,normal,146.8,absent
R18822,male,control,29.73,normal,170.6,absent
J6980,male,control,29.74,normal,147.3,absent
C10440,male,control,29.74,normal,187.4,absent
R52219,male,control,29.74,normal,189.9,absent
X84960,male,control,29.75,normal,177.1,absent
R90283,male,control,29.76,normal,145.9,absent
R29827,male,control,29.76,normal,160.1,absent
C4014,male,control,29.76,normal,185.9,absent
C5168,male,control,29.76,normal,189.6,absent
R28243,male,control,29.77,normal,151.3,absent
R5532,male,control,29.78,normal,177.4,absent
C10998,male,control,29.79,normal,144.0,absent
C5951,male,control,29.79,normal,185.7,absent
X61127,male,control,29.79,normal,203.7,absent
R42538,male,control,29.8,normal,162.4,absent
J28177,male,control,29.81,normal,208.1,absent
X54091,male,control,29.81,normal,161.9,present
R39268,male,control,29.82,normal,135.4,absent
J59192,male,control,29.83,normal,172.1,absent
J65519,male,control,29.83,normal,129.7,present
R85729,male,control,29.84,normal,207.0,absent
R23752,male,control,29.85,normal,156.9,absent
X81890,male,control,29.87,normal,69.5,absent
K49512,male,control,29.87,normal,156.3,absent
A10856,male,control,29.87,normal,198.5,absent
X35250,male,control,29.88,normal,98.3,absent
X22255,male,control,29.9,normal,165.7,present
C8407,male,control,29.91,normal,153.3,absent
C4835,male,control,29.92,normal,173.3,absent
R52215,male,control,29.93,normal,162.9,absent
C4836,male,control,29.95,normal,175.7,absent
C4011,male,control,29.96,normal,219.1,absent
J13704,male,control,29.97,normal,160.6,absent
20120726M-9,male,control,29.97,normal,197.6,absent
J90838,male,control,29.99,normal,145.6,absent
R10438,male,control,29.99,normal,275.9,absent
R16039,male,control,30.0,normal,111.2,absent
A14393,male,control,30.0,normal,209.8,absent
R66597,male,control,30.0,normal,219.0,absent
X95130,male,control,30.02,normal,204.3,absent
X23408,male,control,30.02,normal,220.9,absent
R36757,male,control,30.04,normal,175.4,absent
X5248,male,control,30.06,normal,101.5,absent
J10333,male,control,30.07,normal,149.7,absent
R45053,male,control,30.07,normal,204.8,absent
X49748,male,control,30.09,normal,124.6,absent
X69044,male,control,30.09,normal,166.1,absent
X34258,male,control,30.09,normal,173.2,absent
R83981,male,control,30.1,normal,117.7,absent
R34547,male,control,30.1,normal,190.5,absent
X99130,male,control,30.11,normal,173.9,absent
C4221,male,control,30.11,normal,199.6,absent
J52149,male,control,30.13,normal,125.3,absent
R96398,male,control,30.13,normal,169.2,absent
R14383,male,control,30.13,normal,173.9,absent
J90839,male,control,30.14,normal,53.2,absent
J44477,male,control,30.15,normal,201.8,absent
J6977,male,control,30.17,normal,179.3,absent
J23178,male,control,30.18,normal,106.2,absent
X87994,male,control,30.19,normal,171.5,absent
X41909,male,control,30.19,normal,145.1,present
C4331,male,control,30.21,normal,191.8,absent
J29532,male,control,30.21,normal,234.5,absent
X22259,male,control,30.22,normal,114.3,absent
R85732,male,control,30.22,normal,138.7,absent
J46600,male,control,30.22,normal,213.5,absent
X35254,male,control,30.23,normal,135.6,absent
R52217,male,control,30.25,normal,117.3,absent
X80243,male,control,30.25,normal,204.8,absent
R52216,male,control,30.26,normal,135.4,absent
R7817,male,control,30.26,normal,145.6,absent
J19810,male,control,30.26,normal,154.7,absent
J6979,male,control,30.26,normal,179.3,absent
X70130,male,control,30.27,normal,137.1,absent
J16425,male,control,30.27,normal,170.9,absent
X102380,male,control,30.27,normal,219.5,absent
X84478,male,control,30.29,normal,124.4,present
J96047,male,control,30.3,normal,152.7,absent
J42484,male,control,30.3,normal,172.9,absent
J65515,male,control,30.31,normal,236.8,absent
20120726M-7,male,control,30.32,normal,194.5,absent
J48822,male,control,30.32,normal,216.6,absent
X23409,male,control,30.33,normal,187.0,absent
R56534,male,control,30.33,normal,195.1,absent
J52151,male,control,30.35,normal,224.3,absent
C3884,male,control,30.35,normal,248.6,absent
R16038,male,control,30.36,normal,136.2,absent
J21184,male,control,30.36,normal,227.0,absent
R39265,male,control,30.37,normal,220.4,absent
R16040,male,control,30.38,normal,122.7,absent
X76421,male,control,30.38,normal,139.0,absent
J71680,male,control,30.39,normal,180.3,absent
J5213,male,control,30.4,normal,219.7,absent
R42536,male,control,30.45,normal,126.7,absent
R15190,male,control,30.45,normal,162.1,absent
X81671,male,control,30.46,normal,181.6,absent
X47618,male,control,30.48,normal,125.3,absent
J13705,male,control,30.48,normal,188.5,absent
X32892,male,control,30.48,normal,134.9,present
R57113,male,control,30.49,normal,113.2,absent
X46194,male,control,30.49,normal,153.1,absent
X48627,male,control,30.49,normal,169.9,absent
X76417,male,control,30.49,normal,208.1,absent
R65196,male,control,30.5,normal,151.1,absent
R31245,male,control,30.51,normal,153.7,absent
X30665,male,control,30.51,normal,176.4,present
R26606,male,control,30.53,normal,192.3,absent
X84959,male,control,30.55,normal,188.7,absent
20120726-8,male,control,30.55,normal,199.2,absent
X66861,male,control,30.56,normal,141.5,absent
X77185,male,control,30.56,normal,174.2,absent
J28175,male,control,30.57,normal,183.6,absent
X48629,male,control,30.58,normal,161.2,present
R81347,male,control,30.6,normal,123.4,absent
R33341,male,control,30.61,normal,213.9,absent
R21024,male,control,30.62,normal,143.9,absent
J93557,male,control,30.64,normal,183.5,absent
J8783,male,control,30.64,normal,259.6,absent
X52436,male,control,30.65,normal,109.8,absent
R85733,male,control,30.66,normal,131.8,absent
R92968,male,control,30.66,normal,137.5,absent
X73997,male,control,30.68,normal,175.4,absent
R87445,male,control,30.69,normal,187.7,absent
J31006,male,control,30.7,normal,128.0,absent
R91670,male,control,30.7,normal,140.5,absent
K100422,male,control,30.7,normal,165.2,absent
J21182,male,control,30.7,normal,251.6,absent
X30668,male,control,30.71,normal,120.3,absent
J97988,male,control,30.71,normal,183.7,absent
J16427,male,control,30.71,normal,211.4,absent
X41911,male,control,30.73,normal,191.7,present
X59914,male,control,30.74,normal,160.2,absent
J45305,male,control,30.75,normal,137.0,absent
X100977,male,control,30.75,normal,202.0,absent
J47553,male,control,30.76,normal,195.9,absent
X10272,male,control,30.79,normal,96.5,absent
K6950,male,control,30.79,normal,172.4,absent
X69047,male,control,30.79,normal,207.3,present
R15191,male,control,30.8,normal,123.2,absent
R37870,male,control,30.8,normal,139.2,absent
X78574,male,control,30.8,normal,186.8,absent
X66862,male,control,30.81,normal,107.9,absent
R25867,male,control,30.81,normal,129.6,absent
R96397,male,control,30.82,normal,198.3,absent
X71611,male,control,30.85,normal,121.2,absent
J57545,male,control,30.86,normal,192.8,absent
A10854,male,control,30.86,normal,259.5,absent
R14380,male,control,30.88,normal,149.3,absent
X54093,male,control,30.89,normal,139.2,absent
X78575,male,control,30.9,normal,186.4,absent
J47554,male,control,30.9,normal,246.9,absent
R31249,male,control,30.91,normal,143.0,absent
J23180,male,control,30.95,normal,148.0,absent
X49744,male,control,30.96,normal,166.8,present
J90836,male,control,30.98,normal,150.6,absent
X102379,male,control,30.98,normal,183.1,absent
20120612M-1,male,control,30.99,normal,188.0,absent
J57547,male,control,31.0,normal,199.4,absent
R36761,male,control,31.02,normal,181.5,absent
X87995,male,control,31.03,normal,167.6,absent
X35251,male,control,31.03,normal,139.7,present
R20070,male,control,31.04,normal,194.4,absent
J65522,male,control,31.05,normal,0.8,absent
X34256,male,control,31.05,normal,134.3,absent
J65523,male,control,31.07,normal,223.2,absent
R37867,male,control,31.09,normal,117.2,absent
J55691,male,control,31.09,normal,141.4,absent
X44391,male,control,31.1,normal,151.9,absent
J47555,male,control,31.1,normal,180.6,absent
X77189,male,control,31.13,normal,139.0,absent
X5245,male,control,31.14,normal,146.3,absent
J699,male,control,31.15,normal,144.1,absent
R42539,male,control,31.16,normal,131.4,absent
R53790,male,control,31.17,normal,145.2,absent
J53438,male,control,31.17,normal,194.0,absent
R26607,male,control,31.18,normal,107.8,absent
J29534,male,control,31.21,normal,237.0,absent
J48823,male,control,31.22,normal,174.4,absent
J49908,male,control,31.23,normal,211.9,absent
J78115,male,control,31.24,normal,175.3,absent
R22120,male,control,31.24,normal,211.7,absent
XL0007,male,control,31.25,normal,147.3,absent
R13175,male,control,31.26,normal,120.7,absent
X76418,male,control,31.26,normal,203.6,absent
X54089,male,control,31.29,normal,165.6,present
R21025,male,control,31.3,normal,186.2,present
R17021,male,control,31.32,normal,118.1,absent
R63033,male,control,31.32,normal,119.7,absent
R60521,male,control,31.33,normal,215.9,absent
R10461,male,control,31.34,normal,148.8,absent
J702,male,control,31.35,normal,142.2,absent
X43365,male,control,31.38,normal,91.2,absent
J61647,male,control,31.38,normal,134.7,absent
X47620,male,control,31.4,normal,128.6,absent
X43363,male,control,31.4,normal,78.3,present
X43366,male,control,31.41,normal,124.2,present
X77188,male,control,31.41,normal,145.7,present
X34254,male,control,31.42,normal,177.3,absent
J62809,male,control,31.42,normal,209.9,absent
R72437,male,control,31.43,normal,141.9,absent
C6362,male,control,31.43,normal,190.3,absent
X38070,male,control,31.44,normal,156.5,present
R68209,male,control,31.45,normal,93.6,absent
R1226,male,control,31.45,normal,221.4,absent
X87993,male,control,31.46,normal,215.5,absent
X59913,male,control,31.49,normal,179.0,absent
X19510,male,control,31.49,normal,181.5,absent
J46599,male,control,31.49,normal,191.7,absent
X81672,male,control,31.5,normal,184.8,absent
R20073,male,control,31.5,normal,213.1,absent
X72615,male,control,31.53,normal,145.0,absent
X44390,male,control,31.54,normal,119.9,absent
R5531,male,control,31.54,normal,218.8,absent
J53435,male,control,31.55,normal,114.7,absent
R68208,male,control,31.56,normal,131.3,absent
R33340,male,control,31.56,normal,210.0,absent
X100974,male,control,31.63,normal,122.3,absent
J59190,male,control,31.65,normal,168.4,absent
R23751,male,control,31.65,normal,201.5,absent
X65633,male,control,31.68,normal,143.7,present
R7818,male,control,31.69,normal,157.0,absent
X84961,male,control,31.69,normal,212.6,absent
X41912,male,control,31.7,normal,160.1,absent
X32893,male,control,31.73,normal,117.4,present
X54090,male,control,31.74,normal,129.1,present
X36642,male,control,31.75,normal,103.1,present
R500,male,control,31.76,normal,140.9,absent
X46193,male,control,31.8,normal,80.5,absent
J59191,male,control,31.8,normal,153.7,absent
X34257,male,control,31.8,normal,161.8,absent
X99133,male,control,31.8,normal,209.2,absent
X97932,male,control,31.81,normal,173.7,present
J19814,male,control,31.85,normal,179.9,absent
R12075,male,control,31.85,normal,192.2,absent
X3849,male,control,31.85,normal,191.0,present
R72433,male,control,31.87,normal,140.0,absent
X99131,male,control,31.88,normal,195.7,absent
X55056,male,control,31.9,normal,150.6,absent
J6978,male,control,31.9,normal,163.2,absent
R92965,male,control,31.9,normal,107.5,present
J53436,male,control,31.94,normal,147.3,absent
R498,male,control,31.95,normal,220.4,absent
J52150,male,control,31.96,normal,129.5,absent
J19812,male,control,31.96,normal,173.7,absent
J97990,male,control,31.97,normal,125.1,absent
X55058,male,control,31.97,normal,133.9,absent
X57578,male,control,31.97,normal,142.5,absent
X80246,male,control,31.99,normal,126.3,absent
R22118,male,control,31.99,normal,208.2,present
R12077,male,control,32.0,normal,133.2,absent
X32895,male,control,32.01,normal,122.2,absent
R42540,male,control,32.01,normal,199.8,absent
C2950,male,control,32.06,normal,205.0,absent
J59193,male,control,32.07,normal,101.9,absent
R23753,male,control,32.08,normal,162.8,absent
R59080,male,control,32.1,normal,121.0,absent
R18826,male,control,32.11,normal,150.5,absent
X44392,male,control,32.12,normal,154.6,absent
X57577,male,control,32.13,normal,107.5,absent
R83983,male,control,32.13,normal,147.3,absent
R66595,male,control,32.16,normal,146.4,absent
X41908,male,control,32.17,normal,138.4,absent
R18825,male,control,32.17,normal,165.2,absent
X95127,male,control,32.19,normal,162.1,absent
X34255,male,control,32.2,normal,165.0,absent
R24406,male,control,32.2,normal,171.0,absent
R81348,male,control,32.22,normal,139.4,absent
R66596,male,control,32.22,normal,151.5,absent
R92964,male,control,32.25,normal,155.7,absent
X81886,male,control,32.25,normal,262.4,absent
R60525,male,control,32.25,normal,171.8,present
X81887,male,control,32.25,normal,208.5,present
X92805,male,control,32.26,normal,153.9,absent
R60524,male,control,32.26,normal,166.7,absent
X102377,male,control,32.26,normal,203.6,absent
J61648,male,control,32.27,normal,127.5,absent
R29828,male,control,32.27,normal,213.4,absent
X77187,male,control,32.28,normal,182.4,absent
R41008,male,control,32.29,normal,144.8,absent
X73995,male,control,32.29,normal,145.7,absent
R28244,male,control,32.29,normal,238.0,absent
R87444,male,control,32.33,normal,140.5,absent
R72434,male,control,32.33,normal,219.6,absent
R33344,male,control,32.35,normal,259.7,absent
J19811,male,control,32.38,normal,155.6,absent
R18824,male,control,32.38,normal,162.7,absent
R2981,male,control,32.4,normal,207.7,absent
R52218,male,control,32.41,normal,158.5,absent
R41007,male,control,32.42,normal,153.3,absent
R5530,male,control,32.43,normal,185.2,absent
J701,male,control,32.44,normal,90.6,absent
X87996,male,control,32.46,normal,168.4,present
R81345,male,control,32.49,normal,157.1,absent
R91674,male,control,32.53,normal,77.0,absent
X92803,male,control,32.54,normal,200.0,absent
X84474,male,control,32.55,normal,221.6,absent
R497,male,control,32.57,normal,124.6,absent
R24404,male,control,32.59,normal,142.1,absent
R45051,male,control,32.61,normal,178.5,absent
J79619,male,control,32.61,normal,179.4,absent
R15194,male,control,32.64,normal,142.7,absent
R24405,male,control,32.65,normal,141.7,absent
X35252,male,control,32.68,normal,115.5,absent
X97931,male,control,32.69,normal,256.1,absent
X99132,male,control,32.73,normal,109.9,absent
X71612,male,control,32.73,normal,145.9,absent
R26605,male,control,32.76,normal,140.7,absent
X71614,male,control,32.76,normal,151.1,absent
X32894,male,control,32.76,normal,133.2,present
X59916,male,control,32.77,normal,117.4,absent
J90835,male,control,32.78,normal,126.0,absent
X81669,male,control,32.8,normal,184.1,absent
R36759,male,control,32.82,normal,189.2,absent
X71610,male,control,32.83,normal,151.9,absent
R33343,male,control,32.84,normal,208.3,absent
X52435,male,control,32.86,normal,132.3,absent
X99129,male,control,32.86,normal,239.1,absent
X77186,male,control,32.88,normal,164.2,absent
J27021,male,control,32.9,normal,169.8,absent
R10463,male,control,32.91,normal,217.1,absent
R10440,male,control,32.92,normal,167.1,absent
X36643,male,control,32.93,normal,244.4,present
J59194,male,control,32.97,normal,109.7,absent
J19813,male,control,32.97,normal,180.6,absent
R41011,male,control,32.97,normal,203.4,absent
X65632,male,control,32.98,normal,166.6,absent
R59078,male,control,33.02,normal,128.8,absent
J31970,male,control,33.06,normal,139.3,absent
J52147,male,control,33.06,normal,186.2,absent
X96191,male,control,33.07,normal,172.0,absent
R45050,male,control,33.07,normal,180.8,absent
X92801,male,control,33.1,normal,127.8,absent
X59915,male,control,33.11,normal,157.3,absent
R15192,male,control,33.11,normal,179.8,absent
R91673,male,control,33.12,normal,143.8,absent
R72435,male,control,33.15,normal,202.0,absent
R72436,male,control,33.17,normal,142.3,absent
X52439,male,control,33.22,normal,143.8,absent
X55055,male,control,33.24,normal,173.4,absent
X81888,male,control,33.24,normal,193.0,absent
J28368,male,control,33.28,normal,182.5,absent
R36760,male,control,33.31,normal,159.7,absent
R23750,male,control,33.33,normal,204.9,absent
X57576,male,control,33.41,normal,112.2,absent
R22119,male,control,33.41,normal,142.6,absent
X57575,male,control,33.43,normal,109.8,absent
X39811,male,control,33.43,normal,162.5,present
R10439,male,control,33.49,normal,156.1,absent
J61649,male,control,33.5,normal,171.8,absent
R36758,male,control,33.5,normal,217.3,absent
X72616,male,control,33.5,normal,120.8,present
X48630,male,control,33.52,normal,90.1,absent
R45052,male,control,33.6,normal,203.6,absent
X87997,male,control,33.62,normal,184.2,absent
R28242,male,control,33.69,normal,126.3,absent
R10437,male,control,33.69,normal,192.7,absent
X102378,male,control,33.69,normal,194.8,absent
X50988,male,control,33.7,normal,130.8,present
R29824,male,control,33.73,normal,157.2,absent
X81668,male,control,33.77,normal,200.5,absent
R17022,male,control,33.87,normal,132.0,absent
R13172,male,control,33.9,normal,159.7,absent
X70128,male,control,33.93,normal,182.2,absent
X100973,male,control,34.08,normal,161.4,absent
R17019,male,control,34.1,normal,173.7,absent
R22121,male,control,34.11,normal,130.1,absent
R20072,male,control,34.18,normal,166.0,absent
R10462,male,control,34.23,normal,226.9,absent
R13174,male,control,34.27,normal,207.4,absent
X78572,male,control,34.33,normal,128.2,present
R91671,male,control,34.36,normal,101.5,absent
R16041,male,control,34.55,normal,191.2,absent
X73996,male,control,34.58,normal,130.2,absent
X80244,male,control,34.58,normal,177.8,absent
R91672,male,control,34.61,normal,94.2,absent
X55054,male,control,34.7,normal,178.4,absent
R2982,male,control,34.73,normal,215.5,absent
R34550,male,control,34.84,normal,141.0,absent
X73994,male,control,34.84,normal,165.1,absent
R13173,male,control,34.89,normal,163.3,absent
X83481,male,control,34.97,normal,161.8,absent
X100975,male,control,34.98,normal,183.6,absent
R42537,male,control,35.06,normal,165.3,absent
R41010,male,control,35.12,normal,120.6,absent
R12076,male,control,35.2,normal,166.3,absent
R51035,male,control,35.28,normal,146.4,absent
R28241,male,control,35.38,normal,193.3,absent
X96192,male,control,35.46,normal,198.2,absent
R29825,male,control,35.61,normal,219.8,absent
X96193,male,control,35.67,normal,166.4,absent
R34549,male,control,35.69,normal,169.3,absent
X100976,male,control,35.75,normal,178.8,absent
R25869,male,control,35.8,normal,131.6,absent
X61558,male,control,35.81,normal,147.5,absent
R34548,male,control,35.81,normal,171.8,absent
X50992,male,control,36.09,abnormal,142.5,absent
X30667,male,control,36.11,normal,124.1,present
X96194,male,control,36.14,normal,205.8,absent
X52438,male,control,36.21,normal,151.7,absent
X72614,male,control,36.6,normal,208.3,absent
X83483,male,control,36.68,normal,181.3,absent
X81670,male,control,36.7,normal,107.7,absent
R10441,male,control,37.1,normal,157.8,absent
R68207,male,control,37.16,normal,89.1,absent
X83482,male,control,37.32,normal,144.2,absent
R2979,male,control,37.34,normal,209.8,absent
R13171,male,control,37.74,normal,210.0,absent
R18823,male,control,37.76,normal,165.9,absent
R15193,male,control,37.9,normal,174.6,absent
R25870,male,control,38.2,normal,166.3,absent
R2980,male,control,38.35,normal,204.6,absent
R1225,male,control,39.3,normal,210.5,present
R2983,male,control,39.73,normal,195.8,absent
