sampleID,sex,sample_type,weight,hemoglobin,cornea_morphology,grip_strength,vertebrae_morphology,heart_rate_bpm
82Z-02571,male,control,30.5,13.2,normal,213.55766,normal,769.0
82Z-02572,male,control,26.6,13.3,normal,171.44966,normal,789.0
82Z-02574,male,control,24.6,14.2,normal,194.875,normal,726.0
82Z-02575,female,control,23.6,14.0,normal,176.47966,normal,731.0
82Z-02576,female,control,22.6,14.7,normal,138.39566,normal,737.0
82Z-02577,male,control,26.5,13.0,normal,211.68967,normal,758.0
82Z-02579,male,control,26.8,12.9,both eyes abnormal,180.791,normal,715.0
82Z-02601,female,control,23.2,13.3,normal,207.80933,normal,768.0
82Z-02602,female,control,25.1,13.4,right eye abnormal,228.36034,normal,772.0
82Z-02603,female,control,25.8,14.3,normal,257.82166,normal,767.0
82Z-02604,female,control,24.8,12.8,right eye abnormal,249.48633,normal,749.0
82Z-02654,male,control,26.9,13.8,normal,269.031,normal,747.0
82Z-02655,male,control,27.1,12.9,normal,225.055,normal,733.0
82Z-02656,female,control,22.3,13.8,normal,239.71367,normal,798.0
82Z-02657,female,control,22.5,13.4,normal,222.468,normal,765.0
82Z-02663,female,control,23.6,13.8,normal,218.87534,normal,722.0
82Z-02664,female,control,24.0,14.1,normal,245.606,normal,762.0
82Z-02672,female,control,24.0,14.5,normal,170.01266,normal,736.0
82Z-02677,female,control,22.7,12.8,normal,187.402,normal,782.0
82Z-02678,female,control,23.6,13.7,normal,188.69533,normal,792.0
82Z-02683,female,control,24.3,13.5,normal,164.98267,normal,694.0
82Z-02684,female,control,21.3,13.5,both eyes abnormal,178.92267,normal,735.0
82Z-02892,male,control,28.5,13.1,normal,230.372,normal,776.0
82Z-02896,female,control,23.4,12.9,normal,202.92334,normal,788.0
82Z-02897,female,control,23.7,13.5,normal,228.21634,normal,769.0
82Z-03023,male,control,30.7,13.6,normal,258.82767,normal,745.0
82Z-03024,male,control,30.0,13.6,normal,190.42,normal,765.0
82Z-03025,female,control,23.9,14.0,normal,197.17467,normal,803.0
82Z-03026,female,control,24.5,13.5,normal,164.69533,normal,765.0
82Z-03090,male,control,27.7,13.7,normal,214.42033,normal,709.0
82Z-03091,male,control,29.4,13.7,normal,217.15067,normal,788.0
82Z-03092,male,control,31.6,14.3,normal,256.24066,normal,737.0
82Z-03093,female,control,24.8,13.3,normal,183.378,normal,775.0
82Z-03094,female,control,25.0,12.5,normal,232.38434,normal,758.0
82Z-03112,male,control,27.9,13.0,normal,209.67734,normal,756.0
82Z-03115,male,control,28.3,14.2,normal,272.33667,abnormal,748.0
82Z-03116,male,control,24.9,14.0,normal,270.46832,normal,759.0
82Z-03117,female,control,22.7,13.0,left eye abnormal,222.03667,normal,766.0
82Z-03118,female,control,21.4,14.0,normal,227.21066,normal,768.0
82Z-03119,female,control,21.7,13.7,normal,239.57,normal,761.0
82Z-03120,female,control,21.2,13.1,normal,217.58167,normal,770.0
82Z-03121,female,control,22.9,14.4,normal,222.89934,normal,768.0
82Z-03122,male,control,29.4,13.4,normal,258.54,normal,793.0
82Z-03123,male,control,30.3,14.3,normal,257.96533,normal,810.0
82Z-03135,male,control,28.4,13.3,normal,263.28265,normal,825.0
82Z-03136,male,control,27.1,13.2,normal,228.217,normal,804.0
82Z-03137,male,control,26.4,13.3,normal,173.318,normal,766.0
82Z-03138,female,control,21.0,13.8,normal,217.15067,normal,753.0
82Z-03139,female,control,22.1,12.8,left eye abnormal,177.19833,normal,756.0
82Z-03140,female,control,20.8,14.3,normal,233.82167,normal,758.0
82Z-03142,female,control,22.3,13.6,normal,230.08467,normal,773.0
82Z-03199,male,control,31.8,11.7,normal,316.888,normal,699.0
82Z-03259,male,control,31.6,13.3,normal,260.696,normal,780.0
82Z-03260,male,control,29.8,14.1,normal,252.648,normal,758.0
82Z-03261,male,control,32.4,14.1,normal,231.953,normal,783.0
82Z-03344,female,control,21.4,14.2,normal,207.953,normal,808.0
82Z-03345,female,control,21.6,14.0,normal,192.71933,normal,678.0
82Z-03346,female,control,21.2,12.9,normal,180.504,normal,801.0
82Z-03351,male,control,29.5,14.0,left eye abnormal,246.181,normal,768.0
82Z-03352,female,control,23.6,13.3,left eye abnormal,184.52766,normal,727.0
82Z-03353,female,control,23.9,12.9,normal,187.546,normal,701.0
82Z-03354,female,control,24.6,13.1,normal,198.324,normal,780.0
82Z-03355,female,control,20.7,13.6,normal,167.282,normal,718.0
82Z-03356,male,control,29.3,14.2,normal,218.30034,normal,732.0
82Z-03357,male,control,30.9,14.9,normal,210.68333,normal,758.0
82Z-03439,male,control,24.9,13.9,normal,243.16267,abnormal,802.0
82Z-03440,male,control,24.7,16.2,normal,165.845,abnormal,729.0
82Z-03441,female,control,21.2,11.4,normal,210.68367,normal,753.0
82Z-03442,female,control,22.5,10.5,normal,212.26433,normal,794.0
82Z-03444,female,control,20.5,12.3,normal,188.408,normal,792.0
82Z-03445,male,control,27.3,16.5,normal,263.13867,normal,727.0
82Z-03446,male,control,29.6,14.4,normal,275.78568,normal,707.0
82Z-03447,male,control,27.9,12.5,normal,227.78534,normal,757.0
82Z-03448,male,control,29.3,14.5,normal,185.38966,normal,781.0
82Z-03449,male,control,28.6,12.6,normal,266.87567,normal,764.0
82Z-03450,female,control,22.8,14.8,normal,229.22267,normal,783.0
82Z-03451,female,control,23.1,14.0,normal,202.63533,normal,758.0
82Z-03452,female,control,23.7,14.5,normal,209.965,normal,786.0
82Z-03496,male,control,27.9,14.5,normal,233.965,normal,640.0
82Z-03497,male,control,28.7,14.4,normal,225.34233,normal,728.0
82Z-03498,male,control,30.5,13.6,normal,230.37233,normal,777.0
82Z-03499,female,control,23.6,14.1,normal,221.462,normal,773.0
82Z-03501,female,control,24.3,14.5,normal,190.851,normal,808.0
82Z-03539,male,control,26.5,12.5,normal,246.61166,normal,674.0
82Z-03540,male,control,28.8,13.7,normal,301.798,normal,749.0
82Z-03541,female,control,24.5,13.5,normal,231.522,normal,800.0
82Z-03542,female,control,23.6,13.8,normal,250.77966,normal,744.0
82Z-03564,female,control,20.5,13.8,normal,182.08467,normal,762.0
82Z-03660,male,control,29.4,12.9,normal,281.10333,normal,776.0
82Z-03661,male,control,30.0,14.3,normal,255.37833,normal,760.0
82Z-03662,male,control,24.1,10.9,normal,244.16867,normal,752.0
82Z-03678,male,control,25.7,12.1,normal,208.959,normal,776.0
82Z-03679,male,control,31.3,13.7,normal,337.295,normal,785.0
82Z-03680,female,control,24.7,12.0,normal,267.738,normal,758.0
82Z-03681,female,control,25.2,14.4,normal,222.89934,normal,777.0
82Z-03682,female,control,25.9,12.7,normal,267.88135,normal,715.0
82Z-03707,male,control,26.2,13.2,normal,187.11467,normal,754.0
82Z-03708,male,control,25.8,13.1,normal,187.11433,normal,767.0
82Z-03709,male,control,26.7,14.6,normal,165.70134,normal,744.0
82Z-03710,male,control,27.2,13.4,normal,230.94733,normal,737.0
82Z-03715,female,control,22.9,13.7,normal,237.414,normal,692.0
82Z-03716,female,control,22.9,14.4,normal,213.27034,normal,826.0
82Z-03717,female,control,22.5,13.7,normal,196.31233,normal,751.0
82Z-03718,female,control,23.0,13.8,normal,191.71333,normal,767.0
82Z-03719,female,control,22.0,14.3,normal,228.64766,normal,756.0
82Z-03894,male,control,21.6,12.9,normal,271.90567,normal,821.0
82Z-03896,male,control,26.7,15.3,normal,223.33034,normal,786.0
82Z-03897,female,control,22.8,13.9,normal,230.516,normal,771.0
82Z-03902,male,control,25.2,14.6,normal,262.85165,normal,741.0
82Z-03907,female,control,25.7,14.8,normal,202.92267,normal,720.0
82Z-03940,female,control,23.0,14.1,normal,226.492,normal,696.0
82Z-03941,female,control,21.8,14.1,normal,214.99466,normal,780.0
82Z-03949,male,control,31.2,13.0,normal,247.618,normal,776.0
82Z-03950,male,control,29.4,13.5,normal,279.52234,normal,689.0
82Z-03951,male,control,30.0,13.8,normal,247.18666,normal,639.0
82Z-03952,male,control,31.1,13.5,normal,218.30034,normal,702.0
82Z-04143,male,control,28.7,13.4,normal,232.09666,normal,752.0
82Z-04144,male,control,30.8,12.9,normal,205.079,normal,816.0
82Z-04145,male,control,30.5,12.9,normal,185.53366,normal,761.0
82Z-04146,male,control,31.4,13.1,normal,215.42633,normal,745.0
82Z-04147,female,control,25.5,12.0,normal,282.39667,normal,770.0
82Z-04148,female,control,25.5,14.7,normal,254.947,normal,793.0
82Z-04201,male,control,26.35,14.2,normal,269.46234,normal,764.0
82Z-04202,male,control,26.74,13.5,normal,252.79167,normal,681.0
82Z-04203,male,control,27.9,14.7,normal,271.04333,normal,724.0
82Z-04204,male,control,26.3,13.2,normal,326.22934,normal,735.0
82Z-04205,female,control,24.2,13.5,normal,213.70166,normal,683.0
82Z-04206,female,control,22.6,14.5,normal,196.59967,normal,715.0
82Z-04207,female,control,22.1,13.6,right eye abnormal,228.21634,normal,685.0
82Z-04404,male,control,26.1,13.4,normal,220.02467,normal,759.0
82Z-04449,male,control,27.5,13.0,normal,301.51035,normal,802.0
82Z-04450,male,control,25.0,14.0,normal,281.10333,normal,772.0
82Z-04518,male,control,26.6,13.5,normal,208.67166,normal,788.0
82Z-04520,female,control,23.7,14.4,normal,231.953,normal,819.0
82Z-04521,female,control,24.3,14.6,normal,257.82166,normal,805.0
82Z-04600,male,control,25.9,14.5,normal,216.71933,normal,779.0
82Z-04601,male,control,27.1,19.2,normal,214.70767,normal,734.0
82Z-04603,male,control,26.3,13.1,normal,250.20467,normal,721.0
82Z-04605,female,control,24.4,12.8,normal,163.833,normal,809.0
82Z-04606,female,control,24.2,13.6,normal,210.10867,normal,810.0
82Z-04608,female,control,24.4,12.6,right eye abnormal,231.23466,normal,819.0
82Z-04688,female,control,21.0,13.9,normal,197.74933,normal,775.0
82Z-04696,male,control,28.2,13.5,right eye abnormal,201.34233,normal,792.0
82Z-04697,male,control,27.4,14.6,normal,235.97734,normal,787.0
82Z-04698,male,control,26.2,13.7,normal,263.714,normal,777.0
82Z-04702,female,control,23.5,11.5,normal,235.40233,normal,802.0
82Z-04703,female,control,26.5,13.7,normal,230.37233,normal,802.0
82Z-04721,male,control,28.7,13.3,normal,235.25867,normal,794.0
82Z-04722,male,control,26.8,13.8,normal,189.41367,normal,747.0
82Z-04725,male,control,24.0,13.9,normal,238.995,normal,743.0
82Z-04738,male,control,29.4,13.5,normal,230.22867,normal,767.0
82Z-04739,male,control,29.1,13.6,normal,232.959,normal,732.0
82Z-04740,male,control,27.4,13.9,normal,224.76767,normal,721.0
82Z-04741,male,control,27.3,13.5,normal,217.15067,normal,785.0
82Z-04764,female,control,23.0,13.6,normal,230.37233,normal,801.0
82Z-04765,female,control,21.5,13.4,normal,209.24634,normal,747.0
82Z-04766,female,control,23.3,13.8,normal,229.79733,normal,770.0
82Z-04767,female,control,22.6,13.5,normal,185.39034,normal,756.0
82Z-04907,female,control,24.2,14.2,normal,227.498,normal,838.0
82Z-04908,female,control,23.0,13.0,normal,232.38434,normal,780.0
82Z-04910,female,control,20.7,12.6,normal,210.25267,normal,818.0
82Z-04911,female,control,22.8,13.5,normal,167.56934,normal,765.0
82Z-04979,female,control,24.0,13.2,normal,202.34833,normal,777.0
82Z-05035,male,control,27.5,13.0,normal,187.402,normal,781.0
82Z-05036,male,control,27.9,14.0,normal,252.36034,normal,782.0
82Z-05037,male,control,27.0,13.8,normal,245.606,normal,793.0
82Z-05039,female,control,22.3,13.0,normal,190.99466,normal,775.0
82Z-05040,female,control,21.3,13.7,normal,217.582,normal,753.0
82Z-05041,female,control,21.8,14.1,normal,192.57567,normal,795.0
82Z-05042,female,control,23.1,14.0,normal,200.04866,normal,769.0
82Z-CC519,male,control,26.0,13.1,normal,207.953,normal,747.0
82Z-CC525,female,control,21.9,13.4,normal,242.73167,normal,776.0
82Z-CC526,male,control,31.0,12.6,normal,240.28833,normal,750.0
82Z-CC527,male,control,28.7,13.5,normal,266.58835,normal,710.0
82Z-CC528,female,control,19.8,15.1,normal,225.486,normal,732.0
82Z-CC529,female,control,22.4,13.6,normal,222.61166,normal,720.0
82Z-CC559,male,control,28.67,13.6,normal,226.06067,normal,701.0
82Z-CC560,male,control,28.52,12.8,normal,206.516,normal,586.0
82Z-CC561,female,control,23.96,14.2,normal,240.71967,normal,705.0
82Z-CC562,female,control,23.76,15.3,normal,207.23433,normal,673.0
82Z-CC563,female,control,21.95,13.9,normal,233.96533,normal,764.0
82Z-CC564,female,control,23.36,13.1,normal,196.887,normal,716.0
82Z-CC565,female,control,25.45,11.2,normal,236.83934,normal,751.0
82Z-CC583,male,control,31.61,13.3,normal,208.959,abnormal,730.0
82Z-CC584,male,control,33.2,15.1,normal,253.36633,normal,818.0
82Z-CC585,female,control,22.53,14.2,normal,194.44366,normal,622.0
82Z-CC611,male,control,28.93,12.7,normal,202.20433,normal,770.0
82Z-CC612,male,control,24.32,14.1,normal,195.019,normal,733.0
82Z-CC613,female,control,24.43,12.4,normal,216.86333,abnormal,768.0
82Z-CC642,female,control,23.1,12.5,normal,236.40834,normal,773.0
82Z-CC643,female,control,22.0,14.1,normal,202.77933,normal,748.0
82Z-CC644,male,control,24.9,14.7,normal,156.64734,normal,797.0
82Z-CC645,male,control,26.4,12.7,normal,222.61166,normal,760.0
82Z-CC646,female,control,22.5,13.7,normal,230.229,normal,761.0
82Z-CC647,female,control,22.4,13.1,normal,216.432,normal,746.0
82Z-CC651,female,control,22.1,13.3,normal,214.85133,normal,767.0
82Z-CC652,male,control,23.2,14.2,normal,168.288,normal,789.0
82Z-CC653,male,control,24.2,14.1,normal,186.53967,normal,747.0
82Z-CC664,female,control,21.7,14.2,normal,225.77367,normal,795.0
82Z-CC665,female,control,21.6,13.0,normal,189.414,normal,694.0
82Z-CC671,male,control,29.1,12.4,normal,231.953,normal,764.0
82Z-CC676,male,control,26.0,12.6,normal,218.30034,normal,778.0
82Z-CC732,male,control,26.0,13.8,normal,248.624,normal,787.0
82Z-CC733,male,control,27.0,13.5,normal,218.73167,normal,759.0
82Z-CC735,male,control,26.8,13.0,normal,216.001,normal,694.0
82Z-CC736,male,control,26.6,13.5,normal,194.875,normal,822.0
82Z-CC737,male,control,27.5,12.9,normal,196.887,normal,628.0
82Z-CC738,male,control,28.0,13.2,normal,172.59933,normal,768.0
82Z-CC739,female,control,21.2,13.2,normal,150.611,normal,710.0
82Z-CC740,female,control,21.5,13.9,normal,169.00667,normal,747.0
82Z-CC741,female,control,21.6,13.4,normal,151.04266,normal,799.0
82Z-CC742,female,control,22.3,13.2,normal,146.29967,normal,765.0
82Z-CC743,female,control,20.0,14.0,normal,139.83267,normal,745.0
82Z-CC744,female,control,22.0,14.9,normal,144.57533,normal,662.0
82Z-CC745,female,control,20.5,13.7,normal,154.49167,normal,795.0
82Z-CC761,male,control,26.4,14.0,normal,236.83934,normal,764.0
82Z-CC762,male,control,27.5,11.9,normal,223.33034,normal,796.0
82Z-CC763,male,control,29.0,12.5,normal,239.28267,normal,820.0
82Z-CC764,female,control,21.1,13.9,both eyes abnormal,193.582,normal,810.0
82Z-CC765,female,control,21.1,13.7,right eye abnormal,198.468,normal,716.0
82Z-CC766,female,control,22.5,13.2,left eye abnormal,223.474,normal,633.0
82Z-CC767,female,control,23.0,13.4,normal,202.923,normal,671.0
82Z-CC816,male,control,28.3,12.3,normal,189.98866,normal,808.0
82Z-CC817,male,control,29.3,11.1,normal,230.80367,normal,745.0
82Z-CC818,male,control,29.6,13.5,normal,198.61166,normal,742.0
82Z-CC819,female,control,22.1,13.5,normal,202.63567,normal,780.0
82Z-CC820,female,control,23.1,12.4,normal,232.528,normal,740.0
82Z-CC821,female,control,23.2,12.6,normal,180.64734,normal,791.0
82Z-CC822,female,control,22.1,13.9,normal,234.109,normal,701.0
82Z-CC823,female,control,19.5,13.4,normal,178.779,normal,749.0
82Z-CC844,male,control,28.6,11.9,normal,278.94766,normal,584.0
82Z-CC845,male,control,31.6,12.8,normal,230.37233,normal,771.0
82Z-CC846,male,control,31.4,12.8,normal,192.00067,normal,694.0
82Z-CC847,female,control,23.1,14.1,normal,210.396,normal,727.0
82Z-CC848,female,control,22.8,14.8,normal,252.073,normal,785.0
82Z-CC850,female,control,22.9,14.0,normal,205.654,normal,732.0
82Z-CC861,female,control,22.8,15.3,normal,220.887,normal,646.0
82Z-CC862,female,control,22.3,15.1,normal,186.25233,normal,627.0
82Z-CC937,male,control,29.4,14.9,normal,280.09732,normal,761.0
82Z-CC938,female,control,26.4,11.8,normal,248.624,normal,658.0
82Z-CC939,female,control,25.5,13.9,normal,236.983,normal,755.0
82Z-CD055,male,control,26.8,13.8,normal,261.41467,normal,685.0
82Z-CD056,male,control,28.2,14.3,normal,278.08533,normal,764.0
82Z-CD058,male,control,25.5,13.7,normal,232.67166,normal,661.0
82Z-CD059,female,control,25.0,13.2,normal,260.983,normal,710.0
82Z-CD060,female,control,20.6,13.3,normal,225.486,normal,762.0
82Z-CD061,male,control,27.9,12.8,normal,202.20433,normal,742.0
82Z-CD062,male,control,30.2,12.7,normal,197.17467,normal,749.0
82Z-CD063,male,control,29.9,12.6,normal,230.947,normal,734.0
82Z-CD064,female,control,25.2,13.4,normal,219.16267,normal,776.0
82Z-CD065,female,control,22.8,12.9,normal,147.306,normal,803.0
82Z-CD066,female,control,23.3,13.8,normal,212.55167,normal,733.0
82Z-CD067,male,control,28.2,13.9,normal,229.36633,normal,808.0
82Z-CD068,female,control,22.2,13.9,normal,233.965,normal,746.0
82Z-CD069,female,control,24.0,13.7,normal,255.80933,normal,707.0
82Z-CD070,female,control,25.7,13.5,normal,242.444,normal,729.0
82Z-CD071,female,control,26.6,12.6,right eye abnormal,254.94733,normal,741.0
82Z-CD079,male,control,24.4,14.3,normal,198.037,normal,808.0
82Z-CD080,male,control,29.0,12.5,normal,184.67134,normal,765.0
82Z-CD081,male,control,26.9,12.8,normal,284.55234,normal,871.0
82Z-CD082,male,control,25.1,13.3,normal,212.408,normal,746.0
82Z-CD083,male,control,25.2,13.2,normal,210.39633,normal,772.0
82Z-CD084,male,control,27.3,13.7,normal,220.59967,abnormal,803.0
82Z-CD085,female,control,21.7,13.1,normal,194.444,normal,789.0
82Z-CD086,female,control,23.9,13.5,normal,201.34233,normal,682.0
82Z-CD087,female,control,21.1,14.1,normal,203.354,normal,799.0
82Z-CD088,male,control,28.3,14.4,normal,244.16867,normal,761.0
82Z-CD094,female,control,22.1,13.7,normal,156.935,normal,751.0
82Z-CD095,female,control,25.6,13.9,normal,221.89333,normal,669.0
82Z-CD096,female,control,24.9,13.7,normal,194.73134,normal,685.0
82Z-CD160,female,control,23.5,15.1,normal,242.15666,normal,699.0
82Z-CD169,male,control,28.5,13.4,normal,220.456,normal,696.0
82Z-CD170,female,control,23.5,13.5,normal,220.31233,normal,697.0
82Z-CD249,female,control,24.4,13.3,normal,280.38467,normal,784.0
82Z-CD250,female,control,21.7,14.3,normal,166.42,normal,833.0
82Z-CD251,female,control,22.7,13.4,normal,228.36034,normal,694.0
82Z-CD252,female,control,23.7,12.9,normal,237.989,normal,692.0
82Z-CD254,male,control,26.4,13.3,normal,268.025,normal,775.0
82Z-CD255,male,control,26.0,13.5,normal,245.89333,normal,765.0
82Z-CD256,male,control,27.8,11.8,normal,274.92368,normal,649.0
82Z-CD257,male,control,24.4,13.0,normal,259.83368,normal,677.0
82Z-CD258,female,control,23.7,13.1,normal,243.88133,normal,740.0
82Z-CD259,female,control,23.2,13.5,normal,202.49167,normal,788.0
82Z-CD260,female,control,21.5,12.9,normal,233.534,normal,635.0
82Z-CD261,male,control,25.3,13.9,normal,245.17467,normal,742.0
82Z-CD262,male,control,27.5,14.0,normal,214.564,normal,754.0
82Z-CD317,male,control,31.5,15.1,normal,257.39032,normal,750.0
82Z-CD318,male,control,30.3,13.9,normal,202.63567,normal,745.0
82Z-CD319,male,control,29.4,14.1,normal,260.40833,normal,754.0
82Z-CD334,male,control,25.0,14.1,normal,227.21066,normal,748.0
82Z-CD335,male,control,27.4,12.4,normal,218.15666,normal,785.0
82Z-CD336,female,control,23.0,13.4,normal,229.36633,normal,722.0
82Z-CD338,female,control,23.2,12.7,normal,220.45633,normal,709.0
82Z-CD339,female,control,22.6,12.7,right eye abnormal,218.87534,normal,736.0
82Z-CD340,female,control,22.2,13.2,normal,201.486,normal,776.0
82Z-CD380,male,control,26.0,13.7,normal,236.69566,normal,745.0
82Z-CD383,male,control,27.4,12.4,normal,202.20433,normal,749.0
82Z-CD384,female,control,24.0,13.6,normal,208.24033,normal,754.0
82Z-CD385,female,control,24.6,14.7,normal,202.92334,normal,803.0
82Z-CD491,female,control,22.0,13.5,normal,221.60567,normal,763.0
82Z-CD492,female,control,21.7,13.6,normal,182.228,normal,779.0
82Z-CD493,female,control,22.5,13.8,normal,234.82733,normal,713.0
82Z-CD494,female,control,22.0,13.9,normal,254.80333,normal,762.0
82Z-CD495,female,control,23.3,13.8,normal,189.55766,normal,753.0
82Z-CD496,female,control,22.6,14.3,normal,216.28833,normal,765.0
82Z-CD563,male,control,31.0,13.4,normal,236.121,normal,777.0
82Z-CD564,male,control,30.6,14.5,normal,267.30667,normal,758.0
82Z-CD565,male,control,29.9,13.6,normal,236.83966,normal,720.0
82Z-CD569,male,control,27.2,13.0,normal,212.55167,normal,796.0
82Z-CD570,male,control,27.9,12.4,normal,214.564,normal,722.0
82Z-CD571,male,control,28.6,14.1,normal,203.498,normal,702.0
82Z-CD572,male,control,27.2,12.3,normal,213.989,normal,831.0
82Z-CD573,female,control,23.1,13.0,normal,186.39566,normal,770.0
82Z-CD574,female,control,22.4,13.9,normal,163.68933,normal,781.0
82Z-CD642,male,control,26.5,12.7,normal,252.07333,normal,765.0
82Z-CD643,male,control,29.7,13.9,normal,247.33034,normal,791.0
82Z-CD644,male,control,27.5,12.8,normal,258.97134,normal,771.0
82Z-CD646,female,control,24.7,13.9,normal,232.81567,normal,784.0
82Z-CD647,female,control,23.3,12.1,normal,207.378,normal,774.0
83S-I5033,male,control,30.7,13.5,normal,236.26433,abnormal,775.0
83S-I5034,male,control,29.1,13.4,normal,253.94133,normal,737.0
83S-I5035,male,control,26.9,12.7,normal,253.65367,normal,730.0
83S-I5036,male,control,27.19,13.1,normal,268.88733,normal,729.0
83S-I5037,male,control,31.1,14.0,normal,200.19234,abnormal,743.0
83S-I5039,female,control,22.3,13.6,normal,227.067,normal,799.0
83S-I5040,female,control,23.0,13.1,normal,216.14467,abnormal,726.0
83S-I5041,female,control,22.2,17.2,normal,223.90533,normal,742.0
83Z-00001,male,control,26.7,14.6,normal,196.46666,normal,664.0
83Z-00002,male,control,28.3,14.7,normal,204.7,normal,652.0
83Z-00003,male,control,26.3,14.2,normal,221.93333,normal,738.0
83Z-00004,male,control,29.7,11.6,normal,236.66667,normal,650.0
83Z-00006,male,control,28.6,14.3,normal,219.23334,normal,596.0
83Z-00007,male,control,28.5,14.1,normal,247.96666,normal,681.0
83Z-00008,female,control,24.6,15.0,normal,197.03334,normal,734.0
83Z-00009,female,control,24.3,14.0,normal,204.46666,normal,690.0
83Z-00010,female,control,23.0,14.1,normal,154.5,normal,735.0
83Z-00011,female,control,23.5,14.3,normal,185.16667,normal,794.0
83Z-00012,female,control,23.3,14.7,normal,172.16667,normal,677.0
83Z-00013,female,control,23.4,14.6,normal,178.63333,normal,743.0
83Z-00014,female,control,22.9,14.0,normal,191.66667,normal,781.0
83Z-00372,female,control,23.7,13.9,normal,241.72566,normal,766.0
83Z-00373,female,control,24.6,13.2,normal,244.45633,normal,721.0
83Z-01067,male,control,31.7,14.2,both eyes abnormal,282.54034,normal,744.0
83Z-01068,male,control,29.7,13.6,normal,250.63567,normal,737.0
83Z-01069,male,control,30.5,13.6,normal,210.53967,normal,729.0
83Z-01070,female,control,26.2,13.2,normal,200.911,normal,769.0
83Z-01084,male,control,30.2,13.0,right eye abnormal,239.85733,normal,748.0
83Z-01085,male,control,27.6,14.3,normal,237.989,normal,755.0
83Z-01086,male,control,30.1,13.8,normal,228.648,normal,766.0
83Z-01087,male,control,27.1,13.5,normal,227.49767,normal,766.0
83Z-01088,female,control,22.7,13.2,normal,220.456,normal,790.0
83Z-01090,female,control,25.0,14.3,normal,254.22867,normal,769.0
83Z-01091,female,control,23.7,14.0,normal,227.21033,normal,765.0
83Z-01092,female,control,23.2,13.8,normal,251.642,normal,716.0
83Z-02046,male,control,32.6,12.2,right eye abnormal,268.44434,normal,817.0
83Z-02047,female,control,23.5,14.1,normal,240.68066,normal,764.0
83Z-02059,male,control,24.8,13.9,left eye abnormal,222.29933,normal,741.0
83Z-02060,male,control,25.9,13.7,left eye abnormal,230.72433,normal,802.0
83Z-02061,male,control,25.0,12.9,normal,268.06168,normal,776.0
83Z-02062,male,control,25.7,13.5,normal,217.51266,normal,750.0
83Z-02063,male,control,26.5,13.1,normal,223.63966,normal,829.0
83Z-02065,female,control,23.1,12.8,normal,191.66367,normal,769.0
83Z-02519,male,control,29.1,13.9,normal,253.36633,normal,796.0
83Z-02753,male,control,28.7,13.1,normal,258.54034,abnormal,746.0
83Z-02754,male,control,26.9,13.3,left eye abnormal,203.78534,abnormal,753.0
83Z-02755,female,control,25.3,11.8,left eye abnormal,226.77933,normal,759.0
83Z-02756,female,control,25.0,13.8,normal,206.372,normal,748.0
83Z-02869,female,control,22.7,14.2,normal,202.06067,normal,724.0
83Z-02870,female,control,23.1,13.7,normal,200.76733,normal,761.0
83Z-02974,male,control,29.4,12.8,normal,255.37833,normal,782.0
83Z-02975,female,control,22.16,14.6,normal,215.57,normal,741.0
83Z-02976,female,control,23.83,12.2,normal,248.33667,normal,729.0
83Z-02977,female,control,23.9,13.4,normal,180.791,normal,766.0
83Z-02978,female,control,22.7,13.3,normal,248.624,normal,724.0
83Z-02979,female,control,23.5,13.1,normal,242.30034,normal,717.0
83Z-02980,female,control,22.7,13.9,normal,221.893,normal,792.0
83Z-02981,female,control,23.9,15.4,normal,231.09067,normal,737.0
83Z-03262,female,control,26.7,13.4,normal,248.48033,normal,770.0
83Z-03263,female,control,23.1,13.5,normal,191.71333,normal,776.0
83Z-03264,female,control,24.9,13.2,normal,212.26433,normal,791.0
83Z-30371,female,control,22.8,12.6,normal,218.66133,normal,765.0
83Z-30372,female,control,22.7,13.3,normal,213.87466,normal,695.0
83Z-40760,male,control,29.4,14.7,normal,194.13333,normal,683.0
83Z-40761,male,control,27.6,14.6,normal,205.83333,abnormal,753.0
83Z-40762,male,control,28.6,14.1,normal,205.43333,normal,783.0
83Z-40763,male,control,27.3,14.6,left eye abnormal,251.03334,normal,729.0
83Z-40764,male,control,28.0,13.4,normal,166.6,normal,552.0
83Z-40765,male,control,27.9,14.4,normal,223.26666,normal,744.0
83Z-40767,female,control,23.2,14.7,normal,190.73334,normal,730.0
83Z-40768,female,control,23.9,14.3,normal,275.3,normal,690.0
83Z-40769,female,control,23.64,14.9,normal,196.83333,normal,744.0
83Z-40770,female,control,22.9,14.2,normal,278.23334,normal,759.0
83Z-40771,female,control,21.7,14.2,normal,177.1,normal,716.0
83Z-40772,female,control,20.4,14.5,normal,188.43333,normal,764.0
83Z-40773,female,control,20.6,14.9,left eye abnormal,196.63333,normal,724.0
83Z-40774,male,control,27.7,14.9,normal,201.63333,normal,759.0
83Z-40775,male,control,29.3,14.6,normal,224.8,normal,682.0
83Z-40776,male,control,28.0,14.3,left eye abnormal,226.33333,normal,719.0
83Z-40777,male,control,30.9,13.7,normal,193.4,normal,717.0
83Z-40778,male,control,28.6,14.5,normal,229.6,normal,715.0
83Z-40779,male,control,30.6,12.6,normal,213.66667,normal,686.0
83Z-40780,male,control,29.3,14.5,normal,214.26666,normal,708.0
83Z-40781,female,control,24.63,13.8,normal,177.33333,normal,732.0
83Z-40782,female,control,26.27,13.6,normal,221.16667,normal,604.0
